date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
19:58:50	1132767/1132767	---MC-	200	added ('OK')	image/png	etag:%2222ea61476be409e3ee3706e1de8cd1b3%22	https://framerusercontent.com/images/8r7A8qe0InZ0KZQYIdrJNZiwrk.jpeg	C:/My%20Web%20Sites/Portfolio/framerusercontent.com/images/8r7A8qe0InZ0KZQYIdrJNZiwrk.png	(from https://charlesdesign.framer.website/)
19:58:51	458203/458203	---MC-	200	added ('OK')	image/jpeg	etag:%225ce8ff1466fed66c6cbb72f848f2bc23%22	https://framerusercontent.com/images/XsjrtjzmWD64st3wspCEmlbj3A.jpg?scale-down-to=2048	C:/My%20Web%20Sites/Portfolio/framerusercontent.com/images/XsjrtjzmWD64st3wspCEmlbj3A9ae5.jpg	(from https://charlesdesign.framer.website/)
19:58:51	253100/253100	---MC-	200	added ('OK')	image/png	etag:%2274142b37cccbcc36b86b93350c360b91%22	https://framerusercontent.com/images/FJ9HyVNTQWIAmwsELGAWkfAdN5o.jpeg	C:/My%20Web%20Sites/Portfolio/framerusercontent.com/images/FJ9HyVNTQWIAmwsELGAWkfAdN5o.png	(from https://charlesdesign.framer.website/)
19:58:52	494647/494647	---MC-	200	added ('OK')	image/png	etag:%225baaecc1260e6f33291bad15b7199bf4%22	https://framerusercontent.com/images/mIKPovvjkvDIQyYP7OKHqiBHEBk.png?scale-down-to=2048	C:/My%20Web%20Sites/Portfolio/framerusercontent.com/images/mIKPovvjkvDIQyYP7OKHqiBHEBk9ae5.png	(from https://charlesdesign.framer.website/)
19:58:52	5754717/5754717	---MC-	200	added ('OK')	image/png	etag:%22de9ebfa72409d81d8fe416102df74ae1%22	https://framerusercontent.com/images/hj24v8KnzLmll32Gr3PM5aGtYs.jpg?scale-down-to=4096	C:/My%20Web%20Sites/Portfolio/framerusercontent.com/images/hj24v8KnzLmll32Gr3PM5aGtYsa3fc.png	(from https://charlesdesign.framer.website/)
19:58:52	648830/648830	---MC-	200	added ('OK')	image/png	etag:%226bc2ee47ceca8fd5b7f37a3437fc67a0%22	https://framerusercontent.com/images/luIXzhjpwCwTJ35ZwKTTMs97Og.png	C:/My%20Web%20Sites/Portfolio/framerusercontent.com/images/luIXzhjpwCwTJ35ZwKTTMs97Og.png	(from https://charlesdesign.framer.website/contact)
19:58:52	140591/140591	---MC-	200	added ('OK')	image/png	etag:%22d0c11f8f747df808c2a6b8b98129867b%22	https://framerusercontent.com/images/yulsogA189uZXSEUG8H5nt1qqM.png	C:/My%20Web%20Sites/Portfolio/framerusercontent.com/images/yulsogA189uZXSEUG8H5nt1qqM.png	(from https://charlesdesign.framer.website/portfolio-dark-work-single/logo-design-for-brands)
19:58:52	19231/19231	---MC-	200	added ('OK')	image/png	etag:%22370337052e8f4f6f372e1b9650137f23%22	https://framerusercontent.com/images/5pN1F4DFoMnmtySMqX3oaJW77J8.png	C:/My%20Web%20Sites/Portfolio/framerusercontent.com/images/5pN1F4DFoMnmtySMqX3oaJW77J8.png	(from https://charlesdesign.framer.website/portfolio-dark-work-single/logo-design-for-brands)
19:58:53	4268/4268	---MC-	404	error ('Not%20Found')	text/html	date:Fri,%2031%20Jan%202025%2014:28:51%20GMT	https://charlesdesign.framer.website/portfolio-dark-work-single/[object%20Object]	C:/My%20Web%20Sites/Portfolio/charlesdesign.framer.website/portfolio-dark-work-single/[object%20Object].2a.delayed	(from https://charlesdesign.framer.website/portfolio-dark-work-single/logo-design-for-brands)
19:58:53	9934/9934	---MC-	200	added ('OK')	image/png	etag:%22c72e81b13530520db7d0df5d51ce27f2%22	https://framerusercontent.com/images/l4wIgrAcxaitLM2YVPNGZcWjTs.png	C:/My%20Web%20Sites/Portfolio/framerusercontent.com/images/l4wIgrAcxaitLM2YVPNGZcWjTs.png	(from https://charlesdesign.framer.website/portfolio-dark-work-single/logo-design-for-brands)
19:58:53	14817/14817	---MC-	200	added ('OK')	image/png	etag:%2259d82159d2b748f2dc5bda05b558026b%22	https://framerusercontent.com/images/EALpsp1t6Y39ZR2KAXRcp5v0TQ.png	C:/My%20Web%20Sites/Portfolio/framerusercontent.com/images/EALpsp1t6Y39ZR2KAXRcp5v0TQ.png	(from https://charlesdesign.framer.website/portfolio-dark-work-single/logo-design-for-brands)
19:58:53	60526/60526	---MC-	200	added ('OK')	image/png	etag:%2269f271cfe0f6a00ff0ff49763cb93362%22	https://framerusercontent.com/images/4LKfymyUJvJln4jYVk8PvS7C7E.png	C:/My%20Web%20Sites/Portfolio/framerusercontent.com/images/4LKfymyUJvJln4jYVk8PvS7C7E.png	(from https://charlesdesign.framer.website/portfolio-dark-work-single/logo-design-for-brands)
19:58:53	7730/7730	---MC-	200	added ('OK')	image/png	etag:%22b24e4702075d8625fa2c0605a0d2b292%22	https://framerusercontent.com/images/DiLWoQanCn9kgPuEffNN1PWUImc.png	C:/My%20Web%20Sites/Portfolio/framerusercontent.com/images/DiLWoQanCn9kgPuEffNN1PWUImc.png	(from https://charlesdesign.framer.website/portfolio-dark-work-single/logo-design-for-brands)
19:58:54	10079/10079	---MC-	200	added ('OK')	image/png	etag:%22c584eaefc2f77a7de10ff558e2f30fb3%22	https://framerusercontent.com/images/vWwFYGgpdiCGe64CE1Dcjxr6neI.png	C:/My%20Web%20Sites/Portfolio/framerusercontent.com/images/vWwFYGgpdiCGe64CE1Dcjxr6neI.png	(from https://charlesdesign.framer.website/portfolio-dark-work-single/logo-design-for-brands)
19:58:54	18364/18364	---MC-	200	added ('OK')	image/png	etag:%22a24ff408c31572d68c39666e84557b9a%22	https://framerusercontent.com/images/hNXxzllbjp26NAuO5ED7GmpjQag.png	C:/My%20Web%20Sites/Portfolio/framerusercontent.com/images/hNXxzllbjp26NAuO5ED7GmpjQag.png	(from https://charlesdesign.framer.website/portfolio-dark-work-single/logo-design-for-brands)
19:58:54	9022/9022	---MC-	200	added ('OK')	image/png	etag:%22ca3e2ce1944992aa57aa4a5774c1d5f7%22	https://framerusercontent.com/images/9HPwBGiNOVVeRD4wigqgGMVLvM.png	C:/My%20Web%20Sites/Portfolio/framerusercontent.com/images/9HPwBGiNOVVeRD4wigqgGMVLvM.png	(from https://charlesdesign.framer.website/portfolio-dark-work-single/logo-design-for-brands)
19:58:54	11947/11947	---MC-	200	added ('OK')	image/png	etag:%22d5c43412aee5599eb5f85e8bc4371c3d%22	https://framerusercontent.com/images/ErVF2JS8ERmsINgNOhQzZYOwCTY.png	C:/My%20Web%20Sites/Portfolio/framerusercontent.com/images/ErVF2JS8ERmsINgNOhQzZYOwCTY.png	(from https://charlesdesign.framer.website/portfolio-dark-work-single/logo-design-for-brands)
19:58:55	21876/21876	---MC-	200	added ('OK')	image/png	etag:%224fb4b1ae67a07944f98ac407406cda64%22	https://framerusercontent.com/images/XnbUUdXiaToIxxBpBwMI2LWcao.png	C:/My%20Web%20Sites/Portfolio/framerusercontent.com/images/XnbUUdXiaToIxxBpBwMI2LWcao.png	(from https://charlesdesign.framer.website/portfolio-dark-work-single/logo-design-for-brands)
19:58:55	7547/7547	---MC-	200	added ('OK')	image/png	etag:%223b25cf53bd616478207ea14f9c06c674%22	https://framerusercontent.com/images/rl3kla1XerkZc8Y1LScjCzre6sA.png	C:/My%20Web%20Sites/Portfolio/framerusercontent.com/images/rl3kla1XerkZc8Y1LScjCzre6sA.png	(from https://charlesdesign.framer.website/portfolio-dark-work-single/logo-design-for-brands)
19:58:55	48206/48206	---MC-	200	added ('OK')	image/png	etag:%22aea8a03605539b4eb3d400227d4af689%22	https://framerusercontent.com/images/hTMA1kzzpxNkZ6IG9l3QU6mLM.png	C:/My%20Web%20Sites/Portfolio/framerusercontent.com/images/hTMA1kzzpxNkZ6IG9l3QU6mLM.png	(from https://charlesdesign.framer.website/portfolio-dark-work-single/logo-design-for-brands)
19:58:55	19914/19914	---MC-	200	added ('OK')	image/png	etag:%2271ba9892d83eb6871b8b0f9f2bf715cf%22	https://framerusercontent.com/images/plaK39OcMSUJvp1ooga79NkJuZs.png	C:/My%20Web%20Sites/Portfolio/framerusercontent.com/images/plaK39OcMSUJvp1ooga79NkJuZs.png	(from https://charlesdesign.framer.website/portfolio-dark-work-single/logo-design-for-brands)
19:58:55	26011/26011	---MC-	200	added ('OK')	image/png	etag:%227bd26cff74b92c097dcff49ee1526c59%22	https://framerusercontent.com/images/eLqiUOCxZMv04whi2KsUnj1MmDI.png	C:/My%20Web%20Sites/Portfolio/framerusercontent.com/images/eLqiUOCxZMv04whi2KsUnj1MmDI.png	(from https://charlesdesign.framer.website/portfolio-dark-work-single/logo-design-for-brands)
19:58:56	4825/4825	---MC-	200	added ('OK')	image/png	etag:%224c1bfd90c90d75bb1b569d5e9a26bfd1%22	https://framerusercontent.com/images/TtQm9gSHwyHhQ62osvhIfEoBFY.png	C:/My%20Web%20Sites/Portfolio/framerusercontent.com/images/TtQm9gSHwyHhQ62osvhIfEoBFY.png	(from https://charlesdesign.framer.website/portfolio-dark-work-single/logo-design-for-brands)
19:58:56	294295/294295	---MC-	200	added ('OK')	image/png	etag:%2252d804c53da7872dc85d05ac3054a680%22	https://framerusercontent.com/images/FQHWppZs8LmYmN91MXNKdWa4Zw0.png	C:/My%20Web%20Sites/Portfolio/framerusercontent.com/images/FQHWppZs8LmYmN91MXNKdWa4Zw0.png	(from https://charlesdesign.framer.website/portfolio-dark-work-single/logo-design-for-brands)
19:58:56	21793/21793	---MC-	200	added ('OK')	image/png	etag:%225c403500ee397dc49be450556c0a8a50%22	https://framerusercontent.com/images/U7DahP1JFiYPRMrFLJ1lKZ6N38Q.png	C:/My%20Web%20Sites/Portfolio/framerusercontent.com/images/U7DahP1JFiYPRMrFLJ1lKZ6N38Q.png	(from https://charlesdesign.framer.website/portfolio-dark-work-single/logo-design-for-brands)
19:58:57	289915/289915	---MC-	200	added ('OK')	image/png	etag:%22ddb904dff8c90532e4f618a3119bd552%22	https://framerusercontent.com/images/6F2LOOa4b6gSU15GuIP15RQeEc.png	C:/My%20Web%20Sites/Portfolio/framerusercontent.com/images/6F2LOOa4b6gSU15GuIP15RQeEc.png	(from https://charlesdesign.framer.website/portfolio-dark-work-single/logo-design-for-brands)
19:58:57	762434/762434	---MC-	200	added ('OK')	image/png	etag:%22cda07d278d8a21d74e914d1f1d787357%22	https://framerusercontent.com/images/Z7zYiuUpLFw2YuORVUY5Mso1Y.png	C:/My%20Web%20Sites/Portfolio/framerusercontent.com/images/Z7zYiuUpLFw2YuORVUY5Mso1Y.png	(from https://charlesdesign.framer.website/portfolio-dark-work-single/big-b-nft-collection)
19:58:57	916229/916229	---MC-	200	added ('OK')	image/png	etag:%2285111a02ade17ae82d8ef5adab095f59%22	https://framerusercontent.com/images/q0KTTPLLAX0lNM7o2QM1EBIC20.png	C:/My%20Web%20Sites/Portfolio/framerusercontent.com/images/q0KTTPLLAX0lNM7o2QM1EBIC20.png	(from https://charlesdesign.framer.website/portfolio-dark-work-single/big-b-nft-collection)
19:58:57	955139/955139	---MC-	200	added ('OK')	image/png	etag:%22b2b36cf078895f0e70971c2138683bd6%22	https://framerusercontent.com/images/1nzb0LxpVQcYhXhnZwpNkJSwQ1M.png	C:/My%20Web%20Sites/Portfolio/framerusercontent.com/images/1nzb0LxpVQcYhXhnZwpNkJSwQ1M.png	(from https://charlesdesign.framer.website/portfolio-dark-work-single/big-b-nft-collection)
19:58:57	841482/841482	---MC-	200	added ('OK')	image/png	etag:%2221fe9a532ec3b5d2a40795e6b238e58f%22	https://framerusercontent.com/images/PvDzY110uA2nm6mgE2rx9QQi7Y.png	C:/My%20Web%20Sites/Portfolio/framerusercontent.com/images/PvDzY110uA2nm6mgE2rx9QQi7Y.png	(from https://charlesdesign.framer.website/portfolio-dark-work-single/big-b-nft-collection)
19:58:57	798858/798858	---MC-	200	added ('OK')	image/png	etag:%220289440c620d822ee56855ed5ada660a%22	https://framerusercontent.com/images/6zdnkxoUPJwjXYV4fEsDRMnzlPo.png	C:/My%20Web%20Sites/Portfolio/framerusercontent.com/images/6zdnkxoUPJwjXYV4fEsDRMnzlPo.png	(from https://charlesdesign.framer.website/portfolio-dark-work-single/big-b-nft-collection)
19:58:58	597009/597009	---MC-	200	added ('OK')	image/png	etag:%22e5e7da0da8f4a565f425747150b1bc76%22	https://framerusercontent.com/images/ItM7xa9uXA0pia88eGvxEvfjag.png	C:/My%20Web%20Sites/Portfolio/framerusercontent.com/images/ItM7xa9uXA0pia88eGvxEvfjag.png	(from https://charlesdesign.framer.website/portfolio-dark-work-single/big-b-nft-collection)
19:58:58	152967/152967	---MC-	200	added ('OK')	image/png	etag:%225927d3e3dd9a858c2a857255ee13a8aa%22	https://framerusercontent.com/images/GTJ3mBX7TgYm4SApZnXZ4nnPZM8.png	C:/My%20Web%20Sites/Portfolio/framerusercontent.com/images/GTJ3mBX7TgYm4SApZnXZ4nnPZM8.png	(from https://charlesdesign.framer.website/portfolio-dark-work-single/ramraj-cotton)
19:58:58	219241/219241	---MC-	200	added ('OK')	image/png	etag:%222f43bbcff591e714f2e2526403bbf0e1%22	https://framerusercontent.com/images/rfWi66GDD2mldEKdaKmGlrCMDE.png	C:/My%20Web%20Sites/Portfolio/framerusercontent.com/images/rfWi66GDD2mldEKdaKmGlrCMDE.png	(from https://charlesdesign.framer.website/portfolio-dark-work-single/ramraj-cotton)
19:58:59	578792/578792	---MC-	200	added ('OK')	image/png	etag:%222095dba88bd55b75437e5ebc2c0e683f%22	https://framerusercontent.com/images/M5lv6eU9rysjzXw4p8Uk6AzwER8.png	C:/My%20Web%20Sites/Portfolio/framerusercontent.com/images/M5lv6eU9rysjzXw4p8Uk6AzwER8.png	(from https://charlesdesign.framer.website/portfolio-dark-work-single/ramraj-cotton)
19:58:59	428590/428590	---MC-	200	added ('OK')	image/png	etag:%22904bd882f83c6f2cbc5b3f0c7dda47fe%22	https://framerusercontent.com/images/NCfI50rv5MFJnbcyqin0wLFmkk.png	C:/My%20Web%20Sites/Portfolio/framerusercontent.com/images/NCfI50rv5MFJnbcyqin0wLFmkk.png	(from https://charlesdesign.framer.website/portfolio-dark-work-single/ramraj-cotton)
19:58:59	659916/659916	---MC-	200	added ('OK')	image/png	etag:%227189b60aee6b5dc92c0757a025b92dd1%22	https://framerusercontent.com/images/dgyDK7W07YUfmrIGpQzuBiGlwU.png	C:/My%20Web%20Sites/Portfolio/framerusercontent.com/images/dgyDK7W07YUfmrIGpQzuBiGlwU.png	(from https://charlesdesign.framer.website/portfolio-dark-work-single/ramraj-cotton)
19:58:59	598269/598269	---MC-	200	added ('OK')	image/png	etag:%2205b5ec61b76f92c428e50e2ab5aea6ce%22	https://framerusercontent.com/images/ebTOh2Hi0WfRRMTIlivkHNtaRY.png	C:/My%20Web%20Sites/Portfolio/framerusercontent.com/images/ebTOh2Hi0WfRRMTIlivkHNtaRY.png	(from https://charlesdesign.framer.website/portfolio-dark-work-single/ramraj-cotton)
